depart,id,route,type
277,veh1838,route194748,Car2
284,veh1780,route191528,Car2
285,veh697,route96391,Car2
292,veh186,route44623,Car2
292,veh238,route52488,Car2
292,veh268,route53807,Car2
292,veh386,route60262,Car3
292,veh541,route68743,Car1
292,veh747,route98806,Car2
292,veh1284,route130791,Car2
292,veh1538,route178271,Car2
292,veh1673,route188070,Car2
292,veh13692,route108933,Bus
299,veh698,route96792,Car1
300,veh748,route100409,Car1
300,veh1674,route189059,Car1
300,veh1873,route197462,Car2
302,veh13700,route204112,Bus
307,veh3,route4095,Car1
307,veh101,route35431,Car3
307,veh306,route57021,Car3
307,veh416,route61687,Car2
307,veh445,route64186,Car1
307,veh1470,route163679,Car2
307,veh1904,route200559,Car1
314,veh749,route99677,Car1
314,veh1675,route188967,Car2
314,veh1874,route199261,Car3
315,veh653,route80480,Car2
322,veh213,route47736,Car1
322,veh239,route50685,Car2
322,veh269,route55137,Car1
322,veh542,route68875,Car2
322,veh603,route75627,Car2
322,veh833,route103222,Car2
322,veh937,route111017,Car1
322,veh1471,route168541,Car3
322,veh1608,route184209,Car1
322,veh1637,route187523,Car2
322,veh13696,route105453,Bus
324,veh13697,route102185,Bus
329,veh654,route92688,Car2
330,veh307,route56655,Car2
330,veh387,route60337,Car1
330,veh1816,route193190,Car2
330,veh13695,route103257,Bus
337,veh4,route7675,Car1
337,veh354,route59668,Car3
337,veh446,route64694,Car2
337,veh787,route102213,Car3
337,veh834,route102597,Car2
337,veh1472,route166190,Car1
337,veh1609,route185617,Car1
337,veh1743,route190485,Car2
337,veh1839,route194799,Car3
337,veh1905,route202699,Car2
344,veh308,route56618,Car2
344,veh388,route60081,Car3
344,veh1817,route193932,Car1
345,veh270,route56137,Car1
345,veh355,route58700,Car2
345,veh13699,route149011,Bus
346,veh13694,route97276,Bus
347,veh13698,route183687,Bus
352,veh5,route15749,Car2
352,veh240,route50794,Car2
352,veh482,route66702,Car2
352,veh570,route74477,Car1
352,veh604,route78074,Car2
352,veh699,route96470,Car1
352,veh750,route101053,Car1
352,veh1285,route113808,Car1
352,veh1423,route150660,Car2
352,veh1676,route188142,Car2
352,veh1906,route204080,Car1
359,veh271,route55020,Car2
359,veh356,route58256,Car1
360,veh102,route37544,Car2
360,veh214,route45513,Car2
360,veh309,route57973,Car1
360,veh655,route83188,Car2
360,veh1781,route191755,Car1
362,veh13706,route96063,Bus
366,veh13703,route97159,Bus
367,veh272,route55521,Car3
367,veh357,route58375,Car2
367,veh543,route69929,Car2
367,veh571,route72855,Car1
367,veh656,route92003,Car2
367,veh788,route102158,Car2
367,veh938,route110628,Car2
367,veh1286,route129290,Car3
367,veh1677,route188997,Car2
371,veh13701,route80767,Bus
372,veh13708,route113095,Bus
374,veh103,route30800,Car1
374,veh215,route47935,Car2
374,veh310,route57932,Car1
374,veh657,route84114,Car1
374,veh1782,route191589,Car3
375,veh13710,route29646,Bus
377,veh13709,route54179,Bus
382,veh6,route1070,Car2
382,veh187,route40702,Car2
382,veh389,route60118,Car3
382,veh483,route65971,Car2
382,veh658,route89838,Car1
382,veh789,route102026,Car1
382,veh1287,route124682,Car2
382,veh1638,route185880,Car2
386,veh13704,route97259,Bus
392,veh13707,route96154,Bus
392,veh13711,route74664,Bus
397,veh50,route24235,Car2
397,veh104,route35861,Car2
397,veh188,route42136,Car1
397,veh273,route56061,Car1
397,veh605,route77557,Car2
397,veh700,route96958,Car2
397,veh1288,route133101,Car1
397,veh1572,route181089,Car3
397,veh1744,route189305,Car2
405,veh572,route73849,Car2
405,veh790,route102199,Car2
405,veh1501,route174237,Car2
405,veh1678,route188118,Car2
405,veh1907,route202730,Car3
410,veh1502,route170948,Car2
411,veh13702,route79545,Bus
412,veh51,route24191,Car2
412,veh417,route62004,Car1
412,veh447,route64254,Car2
412,veh484,route66024,Car2
412,veh835,route102901,Car1
412,veh1424,route152103,Car1
412,veh1573,route180601,Car1
412,veh13705,route108933,Bus
415,veh1503,route169576,Car2
419,veh573,route71583,Car2
419,veh791,route102287,Car1
419,veh1504,route174701,Car2
419,veh1679,route188692,Car2
419,veh1908,route200754,Car2
420,veh189,route42017,Car3
420,veh856,route107756,Car3
420,veh1680,route188238,Car2
420,veh1840,route195878,Car1
420,veh1909,route200457,Car2
422,veh13716,route96063,Bus
422,veh13724,route204112,Bus
424,veh13718,route102000,Bus
427,veh52,route23196,Car1
427,veh190,route42596,Car2
427,veh241,route53052,Car1
427,veh311,route57645,Car1
427,veh544,route70144,Car2
427,veh659,route91458,Car3
427,veh751,route98497,Car2
427,veh792,route102144,Car2
427,veh939,route112632,Car2
427,veh1367,route137902,Car2
427,veh1539,route179895,Car1
432,veh13721,route113095,Bus
434,veh191,route41872,Car2
434,veh857,route104288,Car3
434,veh1681,route189132,Car2
434,veh1841,route195704,Car2
434,veh1910,route201684,Car2
435,veh7,route1274,Car2
435,veh105,route38053,Car2
435,veh242,route51945,Car2
435,veh660,route89949,Car2
435,veh752,route98424,Car2
435,veh940,route110996,Car2
435,veh1682,route188225,Car1
442,veh358,route59072,Car2
442,veh390,route60850,Car1
442,veh1289,route129396,Car2
442,veh1425,route154569,Car1
442,veh1540,route176003,Car1
442,veh1842,route195719,Car2
442,veh1875,route199861,Car2
442,veh13715,route105453,Bus
444,veh13719,route102185,Bus
449,veh8,route1952,Car2
449,veh106,route32331,Car2
449,veh243,route51648,Car3
449,veh661,route84976,Car3
449,veh753,route98718,Car2
449,veh941,route112351,Car2
449,veh1683,route188267,Car2
450,veh942,route110564,Car2
450,veh1541,route176767,Car2
450,veh1911,route202308,Car2
450,veh13714,route103257,Bus
451,veh13712,route89083,Bus
452,veh13717,route96154,Bus
457,veh9,route12955,Car2
457,veh216,route45405,Car1
457,veh359,route58975,Car2
457,veh391,route59902,Car2
457,veh418,route61803,Car2
457,veh448,route64637,Car2
457,veh662,route80477,Car1
457,veh836,route103939,Car2
457,veh858,route104989,Car2
457,veh1574,route180190,Car1
457,veh1610,route184077,Car2
457,veh1639,route186006,Car2
457,veh1745,route189656,Car1
457,veh1818,route192446,Car2
464,veh943,route112957,Car3
464,veh1542,route180050,Car1
464,veh1912,route202593,Car1
465,veh360,route59753,Car1
465,veh449,route64036,Car1
465,veh944,route111170,Car2
465,veh13723,route149011,Bus
466,veh13713,route97276,Bus
467,veh945,route109157,Car2
467,veh13722,route183687,Bus
469,veh946,route110064,Car1
471,veh947,route112374,Car2
472,veh606,route75554,Car2
472,veh701,route96535,Car1
472,veh793,route102256,Car2
472,veh837,route103288,Car2
472,veh1290,route118469,Car2
472,veh1505,route174325,Car3
472,veh1575,route181862,Car2
472,veh1913,route200513,Car2
473,veh948,route109838,Car3
474,veh13720,route102137,Bus
475,veh949,route110459,Car3
477,veh950,route112111,Car2
479,veh361,route59074,Car2
479,veh450,route63457,Car2
479,veh951,route110393,Car2
480,veh362,route59558,Car2
480,veh485,route66181,Car2
480,veh952,route109745,Car1
480,veh1291,route125863,Car2
480,veh1783,route191468,Car1
482,veh953,route113086,Car2
482,veh13732,route96063,Bus
484,veh13734,route102000,Bus
485,veh954,route110276,Car2
486,veh13727,route97159,Bus
487,veh107,route31763,Car2
487,veh392,route60265,Car2
487,veh451,route64805,Car1
487,veh545,route68147,Car1
487,veh574,route73697,Car2
487,veh663,route88891,Car2
487,veh859,route104605,Car1
487,veh955,route111791,Car2
487,veh1368,route146892,Car2
487,veh1640,route186530,Car2
487,veh1914,route201024,Car2
490,veh956,route109647,Car2
491,veh13725,route80767,Bus
492,veh957,route112931,Car2
492,veh13737,route113095,Bus
494,veh363,route59784,Car2
494,veh486,route65626,Car2
494,veh958,route112692,Car2
494,veh1292,route124998,Car2
494,veh1784,route190717,Car1
495,veh754,route99496,Car1
495,veh860,route105230,Car2
495,veh959,route110707,Car2
495,veh1293,route113276,Car1
495,veh13739,route29646,Bus
497,veh960,route111392,Car2
497,veh13738,route54179,Bus
500,veh961,route112954,Car3
502,veh364,route59259,Car1
502,veh838,route102984,Car2
502,veh962,route112328,Car1
502,veh1506,route173462,Car3
502,veh1641,route187173,Car2
502,veh1684,route187700,Car3
502,veh1843,route195710,Car2
502,veh1876,route199083,Car1
504,veh13735,route102185,Bus
505,veh963,route110853,Car2
506,veh13728,route97259,Bus
507,veh964,route109198,Car1
509,veh755,route100186,Car2
509,veh861,route108944,Car1
509,veh965,route112846,Car2
509,veh1294,route132107,Car3
510,veh10,route509,Car1
510,veh192,route38609,Car2
510,veh419,route61945,Car1
510,veh966,route111060,Car1
510,veh1915,route204122,Car1
510,veh13730,route103257,Bus
512,veh13733,route96154,Bus
512,veh13740,route74664,Bus
517,veh53,route25187,Car2
517,veh108,route34013,Car1
517,veh217,route49687,Car2
517,veh244,route51165,Car2
517,veh452,route63890,Car2
517,veh487,route66303,Car2
517,veh607,route78590,Car2
517,veh702,route96685,Car2
517,veh862,route107736,Car1
517,veh967,route111947,Car3
517,veh1369,route138440,Car2
517,veh1426,route153902,Car1
517,veh1473,route162480,Car2
517,veh1543,route180095,Car2
517,veh1576,route181525,Car2
517,veh1611,route184710,Car3
517,veh1785,route190715,Car2
524,veh11,route714,Car2
524,veh193,route40806,Car2
524,veh420,route62417,Car1
524,veh968,route111041,Car1
524,veh1916,route201072,Car2
525,veh109,route36903,Car2
525,veh312,route57870,Car2
525,veh969,route111430,Car2
526,veh13729,route97276,Bus
531,veh13726,route79545,Bus
532,veh12,route6494,Car2
532,veh218,route49629,Car2
532,veh274,route54549,Car1
532,veh453,route63671,Car1
532,veh546,route69046,Car1
532,veh756,route99404,Car2
532,veh970,route109581,Car2
532,veh1427,route151487,Car2
532,veh1642,route186821,Car1
532,veh1685,route187988,Car1
532,veh1746,route189959,Car2
532,veh1786,route191066,Car2
532,veh13731,route108933,Bus
534,veh13736,route102137,Bus
539,veh110,route30893,Car2
539,veh313,route57035,Car3
539,veh971,route113065,Car2
540,veh219,route46201,Car1
540,veh275,route55991,Car2
540,veh488,route65412,Car2
540,veh547,route70017,Car2
540,veh972,route110805,Car2
540,veh1844,route194653,Car1
540,veh1877,route198122,Car2
540,veh1917,route202243,Car1
542,veh13748,route96063,Bus
542,veh13756,route204112,Bus
544,veh13750,route102000,Bus
546,veh13743,route97159,Bus
547,veh13,route14464,Car2
547,veh245,route52351,Car3
547,veh314,route56938,Car1
547,veh365,route59565,Car2
547,veh454,route64843,Car2
547,veh575,route71693,Car2
547,veh757,route100993,Car1
547,veh863,route104995,Car2
547,veh1370,route146523,Car2
547,veh1474,route167119,Car2
547,veh1577,route183172,Car2
551,veh13741,route80767,Bus
552,veh13753,route113095,Bus
554,veh220,route48879,Car2
554,veh276,route54655,Car1
554,veh489,route66810,Car2
554,veh548,route70377,Car1
554,veh973,route112737,Car3
554,veh1845,route195942,Car1
554,veh1878,route198640,Car2
554,veh1918,route202550,Car2
555,veh315,route56747,Car2
555,veh455,route64359,Car2
555,veh549,route67684,Car1
555,veh758,route100687,Car2
555,veh794,route101430,Car2
555,veh864,route108004,Car1
555,veh974,route110849,Car2
555,veh1371,route146268,Car1
562,veh194,route41563,Car2
562,veh246,route52447,Car1
562,veh703,route96816,Car2
562,veh975,route109666,Car2
562,veh1295,route131190,Car3
562,veh1578,route181911,Car2
562,veh1612,route184714,Car2
562,veh13747,route105453,Bus
564,veh13751,route102185,Bus
566,veh13744,route97259,Bus
569,veh316,route56258,Car3
569,veh456,route63884,Car2
569,veh550,route69805,Car3
569,veh759,route100181,Car2
569,veh795,route101773,Car1
569,veh865,route105886,Car2
569,veh976,route111590,Car2
569,veh1372,route134460,Car2
570,veh221,route49867,Car2
570,veh704,route96668,Car2
570,veh977,route109712,Car1
570,veh1747,route189627,Car2
570,veh13746,route103257,Bus
571,veh978,route112513,Car2
571,veh13742,route89083,Bus
572,veh13749,route96154,Bus
573,veh979,route110262,Car2
575,veh980,route109431,Car1
577,veh54,route27034,Car2
577,veh111,route33986,Car3
577,veh195,route38380,Car2
577,veh247,route50161,Car2
577,veh277,route54017,Car1
577,veh317,route56270,Car1
577,veh393,route61188,Car2
577,veh457,route64674,Car2
577,veh796,route101676,Car2
577,veh981,route111409,Car2
577,veh1428,route154775,Car2
577,veh1686,route188412,Car1
577,veh1919,route202330,Car2
579,veh982,route110363,Car3
581,veh983,route112883,Car2
583,veh984,route112702,Car2
584,veh222,route46363,Car1
584,veh705,route96338,Car2
584,veh985,route110085,Car1
584,veh1748,route190075,Car2
585,veh318,route57530,Car2
585,veh986,route109827,Car1
585,veh1373,route139019,Car2
585,veh13755,route149011,Bus
586,veh13745,route97276,Bus
587,veh13754,route183687,Bus
592,veh112,route35095,Car1
592,veh608,route78227,Car2
592,veh664,route86882,Car2
592,veh987,route111643,Car2
592,veh1296,route123761,Car1
592,veh1429,route157328,Car2
592,veh1507,route171593,Car2
592,veh1544,route178407,Car2
592,veh1687,route188673,Car3
592,veh1749,route190122,Car2
592,veh1787,route191504,Car2
594,veh13752,route102137,Bus
599,veh319,route57575,Car2
599,veh988,route111912,Car2
599,veh1374,route135806,Car2
600,veh394,route61162,Car1
600,veh609,route78426,Car2
600,veh989,route109570,Car1
600,veh1430,route154223,Car1
600,veh1508,route173833,Car1
602,veh13762,route96063,Bus
603,veh990,route111735,Car2
606,veh991,route111899,Car1
606,veh13759,route97159,Bus
607,veh55,route26518,Car1
607,veh113,route38050,Car3
607,veh320,route57511,Car3
607,veh490,route66375,Car3
607,veh665,route94014,Car2
607,veh706,route96417,Car1
607,veh797,route102078,Car1
607,veh866,route106568,Car1
607,veh1297,route113242,Car1
607,veh1509,route173312,Car2
607,veh1750,route190655,Car2
607,veh1920,route200462,Car2
609,veh992,route109655,Car2
612,veh993,route112770,Car3
612,veh13764,route113095,Bus
614,veh395,route60150,Car1
614,veh610,route75013,Car2
614,veh994,route109410,Car2
614,veh1431,route153546,Car1
614,veh1510,route174801,Car2
615,veh56,route17921,Car2
615,veh551,route69286,Car2
615,veh611,route76204,Car2
615,veh867,route106065,Car2
615,veh995,route111785,Car2
615,veh1298,route113936,Car1
615,veh1375,route144675,Car3
615,veh1688,route187732,Car2
615,veh13766,route29646,Bus
617,veh996,route110750,Car2
617,veh13765,route54179,Bus
620,veh997,route109655,Car2
620,veh1299,route132933,Car2
622,veh114,route37161,Car1
622,veh396,route60951,Car3
622,veh576,route71185,Car3
622,veh760,route97769,Car1
622,veh998,route113022,Car3
622,veh1545,route178832,Car2
622,veh1846,route195333,Car2
622,veh1879,route198020,Car2
625,veh999,route110994,Car1
625,veh1300,route114128,Car2
626,veh13760,route97259,Bus
627,veh1000,route112416,Car2
629,veh57,route25670,Car1
629,veh552,route68077,Car2
629,veh612,route77225,Car2
629,veh868,route104811,Car2
629,veh1001,route109219,Car2
629,veh1301,route124455,Car1
629,veh1376,route134565,Car2
629,veh1689,route188416,Car3
630,veh115,route35890,Car2
630,veh421,route62438,Car1
630,veh707,route96123,Car1
630,veh1002,route112265,Car2
631,veh13757,route89083,Bus
632,veh1003,route111397,Car2
632,veh13763,route96154,Bus
632,veh13767,route74664,Bus
634,veh1004,route110320,Car3
636,veh1005,route109835,Car2
637,veh14,route14146,Car2
637,veh278,route54760,Car2
637,veh321,route57433,Car2
637,veh491,route66994,Car2
637,veh1377,route143620,Car2
637,veh1432,route152243,Car2
637,veh1511,route171822,Car1
637,veh1579,route183247,Car2
637,veh1847,route196601,Car1
637,veh1880,route198950,Car2
638,veh1006,route110429,Car1
640,veh1007,route110959,Car2
642,veh1008,route110749,Car2
644,veh116,route32564,Car2
644,veh422,route63056,Car2
644,veh708,route96622,Car2
644,veh1009,route112626,Car2
645,veh117,route35679,Car2
645,veh613,route77686,Car1
645,veh1010,route112098,Car2
651,veh13758,route79545,Bus
652,veh118,route30237,Car2
652,veh322,route56440,Car3
652,veh366,route58531,Car2
652,veh397,route60650,Car2
652,veh492,route65705,Car2
652,veh709,route96736,Car2
652,veh761,route100823,Car2
652,veh839,route103923,Car2
652,veh869,route104828,Car2
652,veh1302,route120762,Car2
652,veh1475,route166175,Car3
652,veh1643,route186257,Car1
652,veh1690,route187968,Car2
652,veh1819,route194284,Car2
652,veh13761,route108933,Bus
659,veh119,route36369,Car2
659,veh614,route75206,Car2
659,veh1011,route109949,Car1
660,veh120,route37065,Car1
660,veh458,route63970,Car1
660,veh1012,route112386,Car1
660,veh1378,route146094,Car2
662,veh13776,route204112,Bus
663,veh1013,route112847,Car2
664,veh13771,route102000,Bus
667,veh58,route17050,Car1
667,veh553,route70693,Car1
667,veh666,route85852,Car1
667,veh710,route96515,Car2
667,veh798,route102171,Car2
667,veh1014,route110090,Car2
667,veh1303,route127632,Car1
667,veh1613,route184494,Car1
667,veh1644,route186877,Car1
671,veh1015,route111172,Car2
674,veh121,route29628,Car2
674,veh459,route64929,Car1
674,veh1016,route110485,Car1
674,veh1379,route145354,Car2
675,veh122,route30042,Car1
675,veh870,route105335,Car2
675,veh1017,route111038,Car2
675,veh1433,route149595,Car2
680,veh1018,route109525,Car1
682,veh59,route21131,Car1
682,veh123,route36972,Car3
682,veh196,route41554,Car1
682,veh248,route52725,Car2
682,veh323,route56445,Car1
682,veh493,route65992,Car1
682,veh615,route75957,Car1
682,veh667,route93428,Car1
682,veh711,route96526,Car1
682,veh1434,route156310,Car2
682,veh1691,route188540,Car1
682,veh1820,route193252,Car2
682,veh1881,route199514,Car1
682,veh1921,route202383,Car2
682,veh13770,route105453,Bus
684,veh13772,route102185,Bus
685,veh1019,route110876,Car1
689,veh124,route32895,Car2
689,veh871,route106105,Car3
689,veh1020,route112935,Car1
689,veh1435,route160368,Car2
690,veh1021,route109836,Car2
690,veh1304,route124348,Car1
690,veh13769,route103257,Bus
692,veh1022,route110854,Car2
695,veh1023,route109387,Car1
697,veh60,route23022,Car1
697,veh125,route31910,Car1
697,veh197,route39657,Car3
697,veh223,route48512,Car2
697,veh367,route58348,Car2
697,veh460,route64268,Car2
697,veh554,route67712,Car1
697,veh616,route79125,Car3
697,veh799,route102094,Car1
697,veh1024,route110411,Car1
697,veh1546,route179238,Car2
697,veh1580,route182285,Car1
697,veh1645,route185907,Car2
697,veh1692,route187987,Car3
697,veh1882,route199439,Car2
700,veh1025,route109631,Car2
702,veh1026,route110652,Car2
704,veh1027,route110618,Car2
704,veh1305,route130250,Car2
705,veh61,route26714,Car3
705,veh1028,route113092,Car2
705,veh1693,route188236,Car2
705,veh13775,route149011,Bus
706,veh13768,route97276,Bus
707,veh13774,route183687,Bus
710,veh1029,route109685,Car1
712,veh126,route31444,Car2
712,veh198,route40388,Car1
712,veh249,route52319,Car1
712,veh279,route55221,Car2
712,veh577,route71285,Car2
712,veh617,route75256,Car2
712,veh668,route86449,Car1
712,veh800,route101713,Car1
712,veh872,route108971,Car1
712,veh1380,route137891,Car2
712,veh1694,route189061,Car2
712,veh1788,route192140,Car2
712,veh1922,route201619,Car2
714,veh13773,route102137,Bus
715,veh1030,route109977,Car1
719,veh62,route20308,Car1
719,veh1031,route112375,Car2
719,veh1695,route188195,Car1
720,veh398,route60974,Car1
720,veh494,route66117,Car2
720,veh712,route96360,Car2
720,veh1032,route109534,Car2
722,veh13780,route96063,Bus
727,veh127,route37913,Car2
727,veh199,route44594,Car2
727,veh250,route52582,Car2
727,veh280,route55947,Car1
727,veh368,route59356,Car1
727,veh618,route75176,Car1
727,veh762,route99878,Car2
727,veh840,route104004,Car1
727,veh873,route108813,Car1
727,veh1033,route109856,Car2
727,veh1306,route114110,Car2
727,veh1848,route194794,Car2
731,veh13777,route80767,Bus
734,veh399,route60274,Car2
734,veh495,route67463,Car2
734,veh713,route96533,Car1
734,veh1034,route110572,Car1
735,veh63,route25059,Car2
735,veh619,route75178,Car2
735,veh669,route89507,Car1
735,veh714,route96528,Car1
735,veh1035,route112921,Car2
735,veh1381,route141453,Car2
735,veh1696,route188385,Car3
735,veh13783,route29646,Bus
737,veh13782,route54179,Bus
740,veh1036,route110097,Car2
742,veh324,route57226,Car2
742,veh400,route59889,Car2
742,veh461,route64179,Car1
742,veh496,route65795,Car2
742,veh763,route99967,Car1
742,veh1307,route126471,Car2
742,veh1436,route149380,Car1
742,veh1476,route161997,Car2
742,veh1646,route186602,Car1
742,veh1697,route188333,Car1
742,veh1751,route190437,Car3
742,veh1789,route192406,Car2
745,veh1037,route112212,Car2
749,veh64,route24368,Car2
749,veh620,route75190,Car2
749,veh670,route83319,Car3
749,veh715,route96379,Car2
749,veh1038,route111054,Car2
749,veh1382,route135586,Car2
749,veh1698,route188901,Car3
750,veh128,route37915,Car3
750,veh1039,route110898,Car1
750,veh1308,route129639,Car2
750,veh1383,route133568,Car1
751,veh13778,route89083,Bus
752,veh13781,route96154,Bus
752,veh13784,route74664,Bus
753,veh1040,route110972,Car1
756,veh1041,route112361,Car3
757,veh129,route29078,Car1
757,veh281,route55121,Car2
757,veh325,route56856,Car2
757,veh401,route61379,Car2
757,veh578,route73990,Car3
757,veh621,route76869,Car1
757,veh716,route96249,Car2
757,veh764,route99771,Car2
757,veh1309,route121226,Car2
757,veh1437,route160054,Car1
757,veh1752,route189920,Car2
757,veh1849,route195418,Car1
759,veh1042,route110416,Car3
762,veh1043,route110636,Car1
764,veh130,route34135,Car2
764,veh1044,route112008,Car1
764,veh1310,route130795,Car1
764,veh1384,route142143,Car2
765,veh65,route25065,Car3
765,veh326,route57103,Car2
765,veh622,route75125,Car2
771,veh13779,route79545,Bus
772,veh402,route60970,Car2
772,veh497,route66451,Car2
772,veh801,route101625,Car2
772,veh1311,route118265,Car2
772,veh1385,route141094,Car2
772,veh1438,route157316,Car2
772,veh1581,route180683,Car2
772,veh1647,route187041,Car3
772,veh1699,route187649,Car1
779,veh66,route23234,Car2
779,veh327,route57297,Car3
779,veh623,route78055,Car2
780,veh282,route54937,Car1
780,veh802,route101356,Car2
780,veh1045,route110969,Car2
780,veh1439,route156145,Car2
780,veh1700,route188260,Car3
782,veh13792,route204112,Bus
783,veh1046,route112768,Car2
784,veh13787,route102000,Bus
787,veh498,route65398,Car2
787,veh624,route76384,Car3
787,veh765,route99916,Car3
787,veh803,route101555,Car2
787,veh874,route106886,Car2
787,veh1047,route111546,Car2
787,veh1386,route138175,Car2
787,veh1477,route165925,Car2
787,veh1512,route171546,Car2
787,veh1547,route176460,Car2
787,veh1582,route181514,Car2
787,veh1701,route187663,Car1
787,veh1790,route192034,Car1
787,veh1821,route194150,Car2
787,veh1883,route199862,Car3
791,veh1048,route111599,Car1
794,veh283,route55701,Car2
794,veh804,route101717,Car3
794,veh1049,route111637,Car1
794,veh1440,route154745,Car2
794,veh1702,route187955,Car2
795,veh1050,route110691,Car2
802,veh15,route12556,Car2
802,veh67,route22522,Car2
802,veh423,route62031,Car2
802,veh499,route66933,Car2
802,veh766,route98628,Car3
802,veh1312,route129221,Car1
802,veh1513,route175360,Car2
802,veh1753,route190691,Car2
802,veh1884,route197620,Car3
802,veh13786,route105453,Bus
804,veh13788,route102185,Bus
809,veh1051,route109393,Car2
810,veh1052,route111853,Car1
810,veh13785,route103257,Bus
813,veh1053,route112183,Car2
816,veh1054,route111585,Car1
